"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2026-03-21","15:00 EDT","LDN","0","1.57","1.58","MIA","0","1.84","1.99","0","-0.27","-0.41","0","1.18","1.59"
"2026-03-14","22:00 EDT","OAK","1","1.26","1.26","NM","1","1.78","1.78","0","-0.52","-0.52","1","1.00","1.76"
"2026-03-14","22:00 EDT","MB","0","1.12","1.12","ELP","3","1.67","1.75","-3","-0.54","-0.63","-3","0.97","1.79"
"2026-03-14","22:00 EDT","PHX","1","0.83","0.83","OC","1","1.15","1.16","0","-0.33","-0.33","0","0.99","1.68"
"2026-03-14","20:00 EDT","TUL","0","2.30","2.31","SA","0","0.70","0.71","0","1.60","1.60","0","2.51","0.34"
"2026-03-14","19:00 EDT","LEX","0","0.69","0.76","SAC","0","0.88","0.88","0","-0.19","-0.12","0","1.10","1.52"
"2026-03-14","17:00 EDT","COS","2","2.88","3.31","LV","2","0.88","0.88","0","2.00","2.42","1","2.58","0.31"
"2026-03-14","16:00 EDT","LOU","4","3.18","3.20","MIA","1","0.53","0.54","3","2.65","2.67","3","2.80","0.14"
"2026-03-14","16:00 EDT","RI","1","1.80","1.81","JAX","1","0.45","0.47","0","1.35","1.34","0","2.36","0.44"
"2026-03-14","16:00 EDT","DET","3","1.89","1.89","BKN","0","0.98","0.98","3","0.92","0.92","3","2.00","0.77"
"2026-03-14","15:00 EDT","LDN","2","0.82","0.83","PIT","3","3.03","3.11","-1","-2.21","-2.28","-1","0.23","2.67"
"2026-03-11","12:00 EDT","BHM","0","1.59","1.59","HFD","0","0.44","0.44","0","1.15","1.15","0","2.31","0.47"
"2026-03-08","15:30 EDT","BKN","1","1.80","1.85","IND","0","2.39","2.39","1","-0.59","-0.54","1","0.99","1.76"
"2026-03-07","22:00 EST","SAC","2","1.19","1.19","TUL","0","1.13","1.15","2","0.06","0.04","2","1.38","1.33"
"2026-03-07","22:00 EST","MB","0","1.42","1.53","OAK","1","0.65","0.65","-1","0.77","0.88","-1","2.03","0.71"
"2026-03-07","22:00 EST","OC","1","0.48","0.48","LV","1","0.43","0.43","0","0.05","0.05","0","1.30","1.18"
"2026-03-07","21:30 EST","BHM","0","0.46","0.47","TBR","1","2.08","2.09","-1","-1.63","-1.63","-1","0.30","2.56"
"2026-03-07","21:00 EST","ELP","2","2.34","2.49","COS","2","1.52","1.55","0","0.81","0.94","0","1.97","0.82"
"2026-03-07","20:30 EST","SA","2","0.70","0.70","PHX","1","1.77","1.91","1","-1.07","-1.21","1","0.53","2.26"
"2026-03-07","19:30 EST","JAX","0","1.33","1.36","HFD","3","2.79","2.88","-3","-1.45","-1.52","-3","0.51","2.36"
"2026-03-07","18:00 EST","CHS","2","1.67","1.67","PIT","0","0.44","0.44","2","1.23","1.23","1","2.37","0.43"
"2026-03-06","19:30 EST","LEX","1","1.38","1.38","LOU","2","1.59","1.63","-1","-0.21","-0.25","-1","1.22","1.53"
"2025-10-25","22:00 EDT","OAK","3","1.61","1.61","LEX","0","1.10","1.10","3","0.52","0.52","3","1.76","0.96"
"2025-10-25","22:00 EDT","SAC","0","0.97","0.97","MIA","1","1.22","1.25","-1","-0.25","-0.28","-1","1.20","1.49"
"2025-10-25","22:00 EDT","OC","2","1.44","1.46","IND","1","1.14","1.16","1","0.29","0.30","1","1.61","1.14"
"2025-10-25","22:00 EDT","MB","1","2.51","2.51","LV","1","0.44","0.44","0","2.07","2.07","0","2.78","0.15"
"2025-10-25","21:30 EDT","SA","4","0.87","0.87","ELP","2","1.19","1.20","2","-0.31","-0.32","3","1.02","1.66"
"2025-10-25","21:00 EDT","TUL","3","3.90","3.90","COS","0","1.20","1.20","3","2.70","2.70","3","2.74","0.18"
"2025-10-25","19:30 EDT","LOU","1","3.69","3.70","HFD","0","0.32","0.32","1","3.37","3.37","1","2.93","0.04"
"2025-10-25","19:30 EDT","TBR","1","1.04","1.04","DET","1","0.66","0.66","0","0.38","0.38","0","1.67","1.00"
"2025-10-25","19:00 EDT","PIT","0","2.10","2.10","PHX","0","0.27","0.27","0","1.83","1.83","0","2.63","0.24"
"2025-10-25","17:00 EDT","CHS","2","2.78","2.86","BHM","1","0.18","0.18","1","2.60","2.68","1","2.89","0.07"
"2025-10-25","17:00 EDT","LDN","0","2.10","2.10","NC","1","1.85","1.88","-1","0.25","0.23","-1","1.57","1.20"
"2025-10-24","21:00 EDT","NM","2","2.02","2.02","RI","1","1.37","1.41","1","0.64","0.60","1","1.85","0.92"
"2025-10-22","22:00 EDT","SAC","1","1.67","1.67","CHS","0","0.86","0.86","1","0.81","0.81","1","2.06","0.71"
"2025-10-19","17:00 EDT","NM","2","2.04","2.06","OAK","3","2.67","2.67","-1","-0.62","-0.61","0","0.99","1.77"
"2025-10-19","17:00 EDT","BHM","2","1.92","1.92","MIA","3","2.58","2.64","-1","-0.67","-0.72","-1","0.93","1.84"
"2025-10-18","22:00 EDT","MB","0","0.88","0.89","PIT","3","2.67","2.67","-3","-1.79","-1.78","-3","0.33","2.52"
"2025-10-18","22:00 EDT","PHX","1","1.35","1.38","SA","0","0.24","0.24","1","1.10","1.14","1","2.46","0.33"
"2025-10-18","22:00 EDT","OC","0","0.80","0.80","LOU","0","2.64","3.31","0","-1.84","-2.51","0","0.38","2.47"
"2025-10-18","21:00 EDT","IND","2","1.40","1.44","LDN","0","0.70","0.70","2","0.70","0.74","1","1.96","0.76"
"2025-10-18","21:00 EDT","ELP","1","1.78","1.92","TUL","1","1.99","2.06","0","-0.21","-0.14","0","1.28","1.49"
"2025-10-18","20:00 EDT","COS","1","1.99","1.99","LV","0","0.49","0.49","1","1.50","1.50","1","2.50","0.32"
"2025-10-18","19:30 EDT","TBR","3","0.66","0.66","HFD","2","1.40","1.40","1","-0.75","-0.75","1","0.60","2.14"
"2025-10-18","19:00 EDT","NC","0","1.44","1.45","RI","0","1.08","1.08","0","0.37","0.37","0","1.66","1.04"
"2025-10-18","18:00 EDT","CHS","1","2.01","2.14","DET","1","0.50","0.50","0","1.51","1.64","0","2.50","0.32"
"2025-10-17","18:00 EDT","LEX","2","1.35","1.35","SAC","2","2.32","2.32","0","-0.97","-0.97","0","0.81","1.99"
"2025-10-15","22:00 EDT","OC","1","1.11","1.11","SA","0","0.81","0.84","1","0.30","0.27","1","1.62","1.08"
"2025-10-13","17:00 EDT","CHS","5","3.16","3.26","COS","0","1.03","1.18","5","2.13","2.08","5","2.61","0.28"
"2025-10-11","22:30 EDT","LV","2","0.73","0.73","OAK","2","2.32","2.35","0","-1.60","-1.62","0","0.35","2.51"
"2025-10-11","21:00 EDT","NM","3","3.11","3.15","OC","3","1.99","1.99","0","1.12","1.17","0","2.13","0.71"
"2025-10-11","20:00 EDT","TUL","2","1.89","2.02","SA","0","3.00","3.30","2","-1.12","-1.27","2","0.78","2.04"
"2025-10-11","19:30 EDT","LOU","1","1.68","1.70","MIA","0","0.60","0.60","1","1.07","1.10","1","2.22","0.54"
"2025-10-11","19:00 EDT","HFD","3","1.49","1.49","SAC","2","2.16","2.36","1","-0.67","-0.87","1","0.92","1.86"
"2025-10-11","19:00 EDT","PIT","2","1.97","2.01","IND","1","1.70","1.73","1","0.27","0.28","1","1.55","1.20"
"2025-10-11","19:00 EDT","RI","5","2.46","2.47","TBR","0","1.15","1.15","5","1.31","1.32","5","2.28","0.53"
"2025-10-11","19:00 EDT","LEX","1","2.36","2.62","ELP","2","1.01","1.11","-1","1.35","1.51","-1","2.34","0.49"
