"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2025-08-03","18:00 EDT","ORL","1","1.37","1.37","UTA","1","0.29","0.29","0","1.08","1.08","0","2.29","0.44"
"2025-08-03","12:30 EDT","WAS","2","2.19","2.19","POR","1","1.09","1.10","1","1.11","1.10","1","2.17","0.66"
"2025-08-02","22:00 EDT","BAY","2","2.59","2.61","HOU","2","1.50","1.50","0","1.09","1.11","0","2.13","0.67"
"2025-08-02","19:30 EDT","NC","0","0.39","0.39","SD","0","1.12","1.12","0","-0.73","-0.73","0","0.72","1.94"
"2025-08-01","22:30 EDT","SEA","1","0.97","1.01","LA","0","0.26","0.26","1","0.71","0.75","2","1.98","0.68"
"2025-08-01","20:00 EDT","CHI","1","1.15","1.15","NJY","1","0.83","0.85","0","0.32","0.29","0","1.59","1.11"
"2025-08-01","20:00 EDT","LOU","0","0.26","0.26","KC","2","1.65","1.65","-2","-1.39","-1.39","-2","0.30","2.52"
"2025-06-22","22:00 EDT","SD","0","0.69","0.69","WAS","0","0.62","0.62","0","0.08","0.08","0","1.35","1.25"
"2025-06-21","22:00 EDT","POR","1","1.07","1.07","CHI","0","0.38","0.38","1","0.69","0.69","1","1.93","0.74"
"2025-06-21","19:30 EDT","NC","2","1.69","1.69","HOU","1","0.36","0.36","1","1.33","1.33","1","2.38","0.42"
"2025-06-21","19:30 EDT","NJY","2","0.98","0.98","BAY","1","2.41","2.41","1","-1.43","-1.43","1","0.46","2.39"
"2025-06-21","17:00 EDT","UTA","1","1.24","1.26","SEA","4","1.92","1.96","-3","-0.67","-0.70","-3","0.85","1.90"
"2025-06-20","20:00 EDT","KC","1","1.70","1.84","LA","0","0.86","0.86","1","0.84","0.97","1","2.08","0.66"
"2025-06-20","20:00 EDT","LOU","2","2.32","2.32","ORL","0","0.92","0.93","2","1.39","1.38","2","2.35","0.47"
"2025-06-15","16:00 EDT","POR","2","1.42","1.43","WAS","0","1.05","1.05","2","0.38","0.38","2","1.66","1.07"
"2025-06-14","22:00 EDT","LA","1","1.71","1.75","NC","2","2.75","2.96","-1","-1.04","-1.21","-1","0.74","2.10"
"2025-06-14","19:30 EDT","KC","3","1.44","1.45","LOU","2","0.97","0.97","1","0.48","0.48","2","1.75","0.98"
"2025-06-14","17:00 EDT","CHI","2","0.97","0.97","SEA","2","1.25","1.28","0","-0.28","-0.31","0","1.10","1.58"
"2025-06-13","22:00 EDT","BAY","0","1.67","1.70","ORL","1","0.43","0.43","-1","1.24","1.27","-1","2.36","0.44"
"2025-06-13","21:30 EDT","UTA","0","0.67","0.67","NJY","3","1.20","1.20","-3","-0.53","-0.53","-3","0.76","1.90"
"2025-06-13","20:00 EDT","HOU","2","0.97","0.97","SD","3","2.05","2.07","-1","-1.07","-1.10","-1","0.66","2.13"
"2025-06-08","16:00 EDT","WAS","3","1.32","1.33","NC","1","2.58","2.80","2","-1.26","-1.47","2","0.73","2.09"
"2025-06-07","22:00 EDT","LA","2","1.62","1.62","CHI","2","0.58","0.58","0","1.03","1.03","0","2.23","0.54"
"2025-06-07","19:30 EDT","BAY","1","1.08","1.08","POR","0","1.84","1.84","1","-0.76","-0.76","1","0.85","1.91"
"2025-06-07","19:00 EDT","ORL","1","1.25","1.25","HOU","0","0.50","0.51","1","0.74","0.74","1","1.95","0.73"
"2025-06-07","13:00 EDT","NJY","0","0.63","0.63","KC","2","1.78","1.78","-2","-1.15","-1.15","-1","0.42","2.37"
"2025-06-06","22:00 EDT","SD","1","0.69","0.69","SEA","2","0.60","0.60","-1","0.09","0.09","-1","1.36","1.26"
"2025-06-06","20:34 EDT","LOU","3","1.99","1.99","UTA","2","1.04","1.05","1","0.95","0.95","1","2.15","0.65"
"2025-05-25","22:00 EDT","SD","5","1.69","1.69","NC","2","1.97","2.05","3","-0.28","-0.36","3","1.26","1.51"
"2025-05-24","22:00 EDT","LA","2","1.41","1.41","LOU","3","1.73","1.91","-1","-0.32","-0.50","-1","1.18","1.53"
"2025-05-24","20:00 EDT","HOU","2","0.80","0.80","BAY","2","1.79","1.80","0","-0.99","-1.00","0","0.72","2.06"
"2025-05-24","19:30 EDT","CHI","1","0.04","0.04","KC","3","2.09","2.09","-2","-2.04","-2.04","-2","0.10","2.81"
"2025-05-23","22:00 EDT","SEA","1","0.93","0.94","WAS","1","1.75","1.75","0","-0.82","-0.81","-1","0.77","1.96"
"2025-05-23","21:30 EDT","UTA","1","0.58","0.58","ORL","3","2.89","3.19","-2","-2.31","-2.61","-2","0.18","2.73"
"2025-05-17","22:00 EDT","BAY","2","1.49","1.49","LA","0","1.22","1.24","2","0.27","0.26","2","1.58","1.12"
"2025-05-17","19:30 EDT","WAS","3","3.79","3.80","UTA","2","0.86","0.90","1","2.93","2.91","0","2.81","0.13"
"2025-05-17","17:00 EDT","NC","2","1.41","1.41","CHI","0","0.90","0.90","2","0.51","0.51","2","1.73","1.00"
"2025-05-17","13:00 EDT","LOU","0","0.99","1.01","SEA","1","0.62","0.62","-1","0.38","0.39","-1","1.60","1.04"
"2025-05-16","20:00 EDT","ORL","0","1.03","1.04","KC","1","1.05","1.06","-1","-0.03","-0.02","-1","1.36","1.33"
"2025-05-16","20:00 EDT","HOU","0","0.96","0.98","POR","4","1.80","1.80","-4","-0.84","-0.81","-3","0.72","2.04"
"2025-05-16","19:30 EDT","NJY","0","0.53","0.53","SD","1","0.53","0.53","-1","0.00","0.00","-1","1.30","1.25"
"2025-05-11","20:00 EDT","SEA","0","0.50","0.50","HOU","1","0.65","0.65","-1","-0.15","-0.15","-1","1.14","1.43"
"2025-05-11","12:50 EDT","KC","4","2.88","2.88","BAY","1","0.50","0.50","3","2.38","2.37","3","2.77","0.17"
"2025-05-10","22:00 EDT","SD","1","0.72","0.76","POR","1","2.55","2.56","0","-1.83","-1.80","0","0.24","2.62"
"2025-05-10","19:30 EDT","NC","1","0.81","0.90","ORL","1","1.63","1.68","0","-0.81","-0.78","0","0.73","2.00"
"2025-05-10","12:50 EDT","CHI","2","1.83","1.84","WAS","2","1.57","1.57","0","0.25","0.26","-1","1.51","1.21"
"2025-05-09","22:30 EDT","LA","2","2.12","2.12","UTA","0","0.77","0.77","2","1.35","1.35","2","2.30","0.49"
"2025-05-09","20:00 EDT","LOU","1","0.45","0.46","NJY","0","0.99","0.99","1","-0.54","-0.54","1","0.81","1.85"
"2025-05-04","20:00 EDT","SD","2","1.89","1.89","BAY","1","0.53","0.53","1","1.36","1.36","1","2.45","0.37"
"2025-05-04","13:00 EDT","NJY","0","1.15","1.15","CHI","0","0.34","0.34","0","0.81","0.82","0","2.06","0.61"
"2025-05-03","22:00 EDT","UTA","0","0.86","0.86","NC","1","1.92","1.99","-1","-1.06","-1.13","-2","0.57","2.21"
"2025-05-03","19:30 EDT","POR","1","1.87","1.89","ORL","0","1.16","1.17","1","0.72","0.73","1","1.91","0.86"
"2025-05-02","22:30 EDT","SEA","1","0.38","0.40","KC","0","1.05","1.05","1","-0.67","-0.65","1","0.72","1.95"
"2025-05-02","21:58 EDT","HOU","1","1.00","1.10","LOU","2","0.68","0.68","-1","0.33","0.43","-1","1.70","0.99"
"2025-05-02","20:00 EDT","WAS","3","1.90","1.95","LA","4","2.82","2.89","-1","-0.92","-0.94","-1","0.81","1.99"
"2025-04-27","16:00 EDT","POR","3","2.37","2.38","LOU","3","2.65","3.10","0","-0.28","-0.72","0","1.21","1.54"
"2025-04-26","22:00 EDT","BAY","1","0.72","0.73","SEA","1","1.16","1.16","0","-0.43","-0.43","0","0.95","1.74"
"2025-04-26","19:30 EDT","CHI","0","0.83","0.85","SD","2","0.98","0.99","-2","-0.15","-0.14","-3","1.19","1.49"
"2025-04-26","19:00 EDT","NC","3","1.02","1.02","KC","2","1.13","1.13","1","-0.11","-0.11","1","1.30","1.39"
"2025-04-26","13:00 EDT","WAS","0","1.91","1.91","NJY","3","1.51","1.53","-3","0.40","0.39","-3","1.61","1.09"
"2025-04-25","20:00 EDT","ORL","2","1.31","1.31","LA","2","0.53","0.54","0","0.78","0.78","1","2.00","0.69"
"2025-04-25","20:00 EDT","HOU","1","0.73","0.73","UTA","0","0.92","0.93","1","-0.19","-0.19","1","1.17","1.49"
"2025-04-22","22:30 EDT","POR","4","1.98","2.01","NJY","1","0.59","0.59","3","1.39","1.42","3","2.49","0.33"
"2025-04-19","19:30 EDT","KC","2","1.65","1.65","HOU","0","0.43","0.43","2","1.22","1.22","2","2.43","0.38"
"2025-04-19","19:00 EDT","NC","0","0.41","0.41","BAY","1","0.53","0.54","-1","-0.13","-0.13","-1","1.14","1.37"
"2025-04-19","17:05 EDT","ORL","0","1.56","1.60","WAS","1","1.17","1.18","-1","0.39","0.42","-1","1.59","1.15"
"2025-04-19","15:00 EDT","LOU","1","1.43","1.44","SD","4","0.93","0.93","-3","0.51","0.51","-3","1.85","0.86"
"2025-04-18","22:30 EDT","LA","0","0.50","0.51","NJY","3","1.31","1.34","-3","-0.82","-0.83","-4","0.74","1.96"
