Date,Time,Home,HG,HxGt,HxGp,Away,AG,AxGt,AxGp,GD,xGDt,xGDp,Final,HxPts,AxPts
5/23/2026,21:30 EDT,SD,2,1.14,1.15,VAN,4,4.12,4.2,-2,-2.98,-3.05,-2,0.13,2.81
5/23/2026,21:30 EDT,COL,1,1.61,1.62,FCD,2,1.72,1.72,-1,-0.11,-0.1,-1,1.18,1.55
5/23/2026,20:30 EDT,CHI,2,1.78,1.79,TOR,1,1.52,1.52,1,0.26,0.27,1,1.57,1.2
5/23/2026,20:30 EDT,SKC,1,1.81,1.81,NYRB,2,1.01,1.01,-1,0.8,0.8,-1,2.02,0.75
5/23/2026,20:30 EDT,NSH,2,1.01,1.06,NYC,1,1.51,1.51,1,-0.5,-0.45,1,0.94,1.79
5/23/2026,19:30 EDT,DCU,4,2.99,3.02,MTL,4,3.7,4.03,0,-0.7,-1.01,0,0.97,1.84
5/23/2026,19:30 EDT,CLT,1,1.59,1.65,NER,0,1.01,1.01,1,0.59,0.64,1,1.8,0.92
5/23/2026,19:30 EDT,CIN,6,3.47,4.1,ORL,2,2.06,2.07,4,1.41,2.03,4,2.22,0.63
5/23/2026,16:30 EDT,MIN,1,0.9,0.9,RSL,1,0.41,0.41,0,0.49,0.49,0,1.81,0.84
5/23/2026,14:45 EDT,STL,2,1.02,1.02,ATX,0,0.61,0.61,2,0.42,0.41,3,1.7,0.96
5/17/2026,20:00 EDT,NSH,3,0.68,0.68,LAFC,2,2.54,2.54,1,-1.86,-1.86,1,0.21,2.68
5/17/2026,18:00 EDT,MIA,2,4.27,4.29,POR,0,1.29,1.3,2,2.98,2.99,2,2.75,0.18
5/16/2026,22:30 EDT,SJE,2,2.08,2.12,FCD,3,2.8,2.85,-1,-0.71,-0.73,-1,0.96,1.84
5/16/2026,21:30 EDT,SD,3,1.94,1.94,CIN,3,1.52,1.52,0,0.42,0.42,0,1.66,1.1
5/16/2026,21:30 EDT,RSL,2,1.72,1.75,COL,1,0.83,0.83,1,0.89,0.91,1,2.01,0.75
5/16/2026,21:15 EDT,SEA,0,1.79,1.8,LAG,2,1.88,1.88,-2,-0.08,-0.08,-2,1.36,1.4
5/16/2026,20:30 EDT,ATX,1,0.37,0.37,SKC,2,1.64,1.64,-1,-1.27,-1.27,-1,0.43,2.33
5/16/2026,20:30 EDT,HOU,1,1.4,1.4,VAN,0,0.59,0.59,1,0.81,0.81,1,2.07,0.68
5/16/2026,19:30 EDT,DCU,1,1.27,1.27,STL,1,1.07,1.07,0,0.2,0.21,0,1.5,1.24
5/16/2026,19:30 EDT,NYRB,1,2.3,2.31,NYC,1,1.44,1.45,0,0.86,0.86,0,2.14,0.67
5/16/2026,19:30 EDT,NER,2,2.01,2.03,MIN,1,2.27,2.29,1,-0.26,-0.26,1,1.19,1.56
5/16/2026,19:30 EDT,ORL,1,1.43,1.43,ATL,1,1.64,1.66,0,-0.21,-0.23,0,1.2,1.52
5/16/2026,19:30 EDT,PHI,1,0.98,0.99,CLB,1,0.6,0.6,0,0.38,0.38,0,1.68,0.95
5/16/2026,19:30 EDT,CLT,3,2.53,2.53,TOR,1,1.36,1.38,2,1.18,1.16,2,2.26,0.56
5/16/2026,16:30 EDT,MTL,0,1.33,1.34,CHI,2,1.77,1.8,-2,-0.43,-0.46,-2,1.07,1.7
5/13/2026,21:30 EDT,RSL,2,0.77,0.77,HOU,0,0.86,0.86,2,-0.1,-0.1,3,1.22,1.44
5/13/2026,21:30 EDT,SEA,3,3.42,3.51,SJE,2,1.48,1.48,1,1.94,2.03,1,2.48,0.37
5/13/2026,21:30 EDT,SD,5,2.53,2.53,ATX,0,0.61,0.61,5,1.92,1.93,5,2.54,0.32
5/13/2026,20:30 EDT,MIN,0,1.35,1.37,COL,1,0.48,0.48,-1,0.87,0.89,-1,2.14,0.6
5/13/2026,20:30 EDT,STL,2,2.01,2.04,LAFC,1,2.29,2.34,1,-0.28,-0.29,1,1.25,1.51
5/13/2026,20:30 EDT,FCD,2,1.41,1.41,VAN,2,0.97,0.99,0,0.43,0.42,-1,1.75,0.97
5/13/2026,20:30 EDT,SKC,3,2.52,2.53,LAG,1,1.62,1.63,2,0.9,0.9,2,1.93,0.87
5/13/2026,19:30 EDT,MTL,2,2.1,2.1,POR,2,1.79,1.81,0,0.31,0.3,0,1.64,1.13
5/13/2026,19:30 EDT,NYRB,3,2.82,2.86,CLB,2,1.6,1.6,1,1.21,1.26,1,2.21,0.61
5/13/2026,19:30 EDT,ORL,4,2.58,2.58,PHI,3,1.99,2.01,1,0.58,0.56,1,1.8,0.98
5/13/2026,19:30 EDT,CIN,3,1.56,1.56,MIA,4,2.87,2.88,-1,-1.31,-1.32,-2,0.58,2.23
5/13/2026,19:30 EDT,NER,0,0.66,0.66,NSH,3,1.2,1.2,-3,-0.55,-0.55,-3,0.83,1.88
5/13/2026,19:30 EDT,DCU,1,1.11,1.15,CHI,3,2.27,2.28,-2,-1.17,-1.13,-2,0.53,2.29
5/13/2026,19:15 EDT,CLT,0,0.39,0.39,NYC,1,1.07,1.07,-1,-0.68,-0.68,-1,0.64,2.04
5/10/2026,21:00 EDT,LAFC,1,1.39,1.39,HOU,4,0.97,1,-3,0.42,0.39,-3,1.69,1.02
5/10/2026,19:00 EDT,MIN,2,2.76,2.76,ATX,2,1.68,1.71,0,1.07,1.06,0,2.05,0.75
5/10/2026,16:30 EDT,NYC,3,1.33,1.33,CLB,0,1.21,1.21,3,0.13,0.12,3,1.46,1.28
5/9/2026,22:30 EDT,SJE,1,1.31,1.44,VAN,1,1.99,2.07,0,-0.68,-0.63,0,0.85,1.9
5/9/2026,22:30 EDT,SEA,1,3.76,3.84,SD,1,1.91,1.98,0,1.85,1.86,0,2.35,0.52
5/9/2026,22:30 EDT,POR,5,1.24,1.25,SKC,0,0.44,0.44,5,0.8,0.8,6,1.97,0.72
